year;country_name;supra_reg;fleet_category;vessel_category;Consumption of fixed capital (euro);Days at sea (day);Energy consumption (litre);Energy costs (euro);Engaged crew (number);FTE national (number);Fishing days (day);GT days at sea (GTday);GT fishing days (GTday);Gross debt (euro);Gross value of landings (euro);Income from leasing out quota (euro);Investments (euro);Lease/rental payments for quota (euro);Number of fishing trips (number);Number of vessels (number);Operating subsidies (euro);Other income (euro);Other non-variable costs (euro);Other variable costs (euro);Personnel costs (euro);Repair & maintenance costs (euro);Subsidies on investments (euro);Total assets (euro);Total hours worked per year (engaged crew) (hour);Total vessel power (kW);Total vessel tonnage (GT);Unpaid labour (number);Value of physical capital (euro);Value of quota and other fishing rights (euro);Value of unpaid labour (euro);kW days at sea (kWday);kW fishing days (kWday);Mean LOA of vessels (metre);Mean age of vessels (year);Maximum days at sea (day)
2008;Bulgaria;MBS;INACTIVE;Cotier;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1915,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36636,26;2959,9399999999996;0,0;7326764,2;0,0;0,0;0,0;0,0;6,01;15,055;
2008;Bulgaria;MBS;INACTIVE;Hauturier;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5256,889999999999;1132,52;0,0;3740541,4;0,0;0,0;0,0;0,0;17,58;28,625;
2008;Bulgaria;MBS;INACTIVE;Industriel;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;220,65;117,36;0,0;122526,43;0,0;0,0;0,0;0,0;25,5;33,0;
2008;Cyprus;AREA37;ChaD;Industriel;1378543,0;1204,0;1619543,0;1243809,0;67,0;55,0;1204,0;;120206,0;;2327666,23;0,0;26339,4;0,0;569,0;9,0;0,0;0,0;100772,0;495883,0;700555,0;168572,0;;;;3232,24;982,5;;6500000,0;0,0;0,0;;405613,0;24,66;28,89;
2008;Cyprus;AREA37;Dor;Cotier;1840426,0;96725,0;1178590,0;905157,0;895,0;697,0;96725,0;;307197,0;;8569552,6;0,0;119760,0;0,0;96725,0;497,0;491580,0;0,0;8299,0;3227463,0;0,0;488629,0;;;;20811,620000000003;1569,33;;30997890,01;0,0;390000,0;;3816190,0;6,785;21,6;
2008;Cyprus;AREA37;Dor;Hauturier;1031833,0;2273,0;327590,0;251589,0;123,0;123,0;2273,0;;63570,0;;1800717,85;0,0;171913,1;0,0;2273,0;25,0;38350,0;0,0;49442,0;1245812,0;339013,0;143752,0;;;;4947,18;815,22;;9639735,56;0,0;0,0;;386035,0;15,96;22,56;
2008;Cyprus;AREA37;INACTIVE;Cotier;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;649,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;20678,239999999998;2046,8899999999999;;4251971,7;0,0;0,0;;0,0;6,72405;20,3;
2008;Cyprus;AREA37;INACTIVE;Hauturier;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;2136,66;435,14;;2110311,31;0,0;0,0;;0,0;17,497;27,45;
2008;Cyprus;AREA37;INACTIVE;Industriel;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;976,42;397,14;;425156,36514;0,0;0,0;;0,0;25,25;36,0;
2008;Denmark;AREA27;ChaD;Cotier;137864,31;2012,6363636363635;342098,17;160310,47;14,7;14,87;2003,5003909090908;;27024,955981818177;;908823,6699999999;65697,60181742423;20339,58;0,0;1646,0;22,0;0,0;140435,63999999998;89023,36;127846,48;0,0;188958,97;;;;2018,95;196,2;;1164503,05;0,0;740466,96;;255400,26411818183;10,065000000000001;43,31;
2008;Denmark;AREA27;ChaD;Hauturier;19249217,8;27025,1282;28526626,07;15545354,15;649,58;763,06;25884,98843272727;;1778355,2792136364;;100183920,14;2361824,8354712124;16571484,18;2378951,38;24565,0;292,0;51395,54;6815208,93;6859254,86;11320369,69;26483790,56;11634341,049999999;;;;63425,11;14413,57;;118578198,03;49028044,3;15754052,299999999;;6125824,167265454;17,7125;27,735;
2008;Denmark;AREA27;ChaD;Industriel;54707678,8;10877,808585454546;53201694,519999996;29221764,57;363,69;557,3199999999999;8784,78126818182;;3526859,2218672726;;161003961,19;5247693,655936364;23606218,16;2918270,01;3723,0;83,0;140916,4;3052535,92;7960776,6899999995;12355696,719999999;35619304,43;15903032,48;;;;87114,83;38575,6;;213888129,17000002;276543866,3;4425489,87;;7342090,126209092;40,84;29,645000000000003;
2008;Denmark;AREA27;Dor;Cotier;4459853,1899999995;29537,62616;2251181,4;1397026,49;345,44;311,67;29358,69292;;148434,63725;;22470286,189999998;970998,3407727272;1764494,77;430862,6;47675,0;1107,0;0,0;1145057,58;2907606,76;3317750,49;2907054,98;3531413,99;;;;36822,07;3600,4;;30863290,36;2598563,27;12689688,97;;1541438,2821900002;8,765;33,05;
2008;Denmark;AREA27;Dor;Hauturier;3375973,21;3643,9846700000003;1623468,05;925251,52;116,42;130,91;3235,3026199999995;;134716,29946;;13416134,42;330874,7370636363;10856710,63;547380,92;5185,0;59,0;0,0;10868,83;893198,79;2102582,73;3381302,06;1298401,8;;;;8044,9;1343,1;;16097837,18;2191529,88;3036929,57;;537515,35873;13,61;35,78;
2008;Denmark;AREA27;Dra;Cotier;2791546,24;8124,80654;2057756,52;1111830,68;140,51999999999998;100,02;8077,020177777778;;73141,71863888888;;9973534,120000001;260407,73120454545;3087624,87;68787,25;9341,0;151,0;0,0;585191,93;1192447,44;951439,24;1973603,61;1684509,06;;;;11379,66;1217,1999999999998;;17931358,68;3402179,9499999997;3721235,6;;692281,0977088889;10,35;33,18333333333333;
2008;Denmark;AREA27;Dra;Hauturier;3994052,08;8695,950649999999;6119941,52;3399033,8899999997;170,37;183,07;8029,64985;;679629,5497600001;;22119703,5;687421,7394272727;1934119,94;726821,88;6658,0;96,0;0,0;1558562,63;1824645,27;2145791,02;6891775,09;2861879,4699999997;;;;17348,98;4494,7;;34768029,91;14416236,459999999;3928578,6;;1992120,8042099997;17,113333333333333;29,486666666666665;
2008;Denmark;NONE;INACTIVE;Cotier;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;899,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;16507,32;1372,68;;0,0;0,0;0,0;;0,0;8,175;33,915;
2008;Denmark;NONE;INACTIVE;Hauturier;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;75,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;14886,52;3304,3999999999996;;0,0;0,0;0,0;;0,0;17,5;42,400000000000006;
2008;Denmark;NONE;INACTIVE;Industriel;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;25369,6;10255,7;;0,0;0,0;0,0;;0,0;39,599999999999994;32,66;
2008;Estonia;NAO;ChaD;Cotier;30153,0;619,875;78755,875;53657,125;20,0;10,5;606,625;0,0;10208,5;0,0;224950,75;11179,625;20898,375;9708,5;615,125;1,0;0,0;7099,75;11301,375;20917,25;98241,25;24284,625;0,0;0,0;0,0;202,0;7,0;0,0;364697,5;539881,875;3624,375;0,0;61203,25;10,0;15,0;
2008;Estonia;NAO;ChaP;Hauturier;1309869,4;5009,333333333334;3083810,2666666666;1813105,9896666666;205,93333333333334;175,13333333333333;4772,0;0,0;473618,06666666665;19508177,666666668;9812035,358666666;33258,4;1121904,7333333334;80206,86666666667;4244,4;23,0;0,0;171579,86666666667;470374,6;675732,4628;3497548,3420666666;701825,4;14359,5;54260661,0;189190,33333333334;2109,0;414,0;1,0;11868845,533333333;25888471,733333334;7294,533333333334;0,0;1215430,0106666668;17,0;11,0;
2008;Estonia;NAO;ChaP;Industriel;903202,0;5877,0;4641965,0;2544164,845;232,0;227,0;5470,0;0,0;679201,0;19508177,666666668;11898048,0;0,0;506621,0;0,0;4649,0;38,0;0,0;70308,0;491780,0;1083399,942;3793062,131;295624,0;14359,5;54260661,0;189190,33333333334;12312,0;5012,0;1,0;8061001,0;29150218,0;0,0;0,0;1568484,0;27,0;29,0;
2008;Estonia;NAO;Dor;Cotier;326788,0;81237,0;597186,0;572506,0;2727,0;444,0;81237,0;0,0;94163,0;3370199,4000000004;3463738,0;0,0;298467,0;0,0;81237,0;880,0;9297,0;63497,0;35333,0;361208,0;498788,0;513553,0;741696,0;22799669,0;416247,8;14559,0;1771,0;983,4;7036593,0;8147303,0;810846,0;0,0;930888,0;8,5;18,5;
2008;Estonia;NAO;Dor;Industriel;1255620,4;3622,3333333333335;2876469,2666666666;1698477,9896666666;162,93333333333334;147,13333333333333;3385,0;0,0;452181,06666666665;19508177,666666668;9486473,358666666;32166,4;1089948,7333333334;80206,86666666667;3096,4;2,0;0,0;163254,86666666667;455245,6;649486,4628;3315494,3420666666;671463,4;14359,5;54260661,0;189190,33333333334;331,0;148,0;1,0;10855273,533333333;25107122,733333334;7294,533333333334;0,0;1090672,0106666668;26,0;32,0;
2008;Finland;AREA27;ChaP;Cotier;675046,8666666667;1123,0666666666666;429519,13333333336;238648,4;23,0;13,733333333333333;1105,9333333333334;;40382,26666666667;;1816913,4666666666;0,0;706697,3333333334;68249,13333333333;1045,9333333333334;2,0;8698,666666666666;290974,13333333336;232145,2;147224,8;201158,46666666667;320451,8;;;;280,0;27,0;;2290021,8;1523877,8666666667;247124,06666666668;;275841,86666666664;12,0;26,0;103,0
2008;Finland;AREA27;ChaP;Hauturier;1243537,0;2076,0;581767,0;352931,0;38,0;24,0;2020,0;;96027,0;;2765308,0;0,0;1474824,0;46493,0;1825,0;31,0;8924,0;16484,0;316429,0;84641,0;572433,0;276851,0;;;;8109,0;1366,0;;3528957,0;0,0;473929,0;;568138,0;17,835;37,730000000000004;167,0
2008;Finland;AREA27;ChaP;Industriel;7889853,0;5806,266666666666;20115943,133333333;11662711,866666667;161,53333333333333;128,86666666666667;4582,466666666667;;1595426,0;;30415206,0;0,0;6464104,2;18704,733333333334;2397,4666666666667;16,0;7311,266666666666;610147,2666666666;2913828,8666666667;2565982,2;4415300,333333334;3323308,8;;;;15049,0;5266,0;;25953146,733333334;6032052,933333334;699330,2;;4496531,933333334;38,5;29,56;336,0
2008;Finland;AREA27;Dor;Cotier;7339312,307692308;125372,64285714286;2435448,0;1767689,3846153845;1351,5384615384614;186,0;125089,28571428571;;333207,6923076923;;9825651,307692308;0,0;7397882,076923077;169093,6923076923;124939,0;1486,0;2416981,0;2116469,6923076925;1962928,1538461538;573423,5384615385;591627,7692307692;1826342,4615384615;;;;71875,0;4112,0;;23546684,846153848;265110,53846153844;2517593,923076923;;6238815,153846154;10,136666666666667;23,94666666666667;365,0
2008;Finland;AREA27;Dor;Hauturier;573994,5;1355,75;168512,25;115259,0;29,5;7,0;1243,5;;28888,75;;706022,25;0,0;518520,0;5193,5;838,0;18,0;8662,75;41286,25;102063,25;56985,75;3991,0;84691,75;;;;3745,0;393,0;;1625108,25;0,0;284886,25;;241804,0;14,15;31,0;165,0
2008;Finland;AREA27;INACTIVE;Cotier;7413719,333333333;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1644,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;65606,0;3910,0;;18439488,0;0,0;0,0;;0,0;8,25;24,34;
2008;Finland;AREA27;INACTIVE;Hauturier;426458,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;43,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;8763,0;1365,0;;4092511,0;0,0;0,0;;0,0;17,395;43,245;
2008;France;MBS;ChaD;Cotier;36778,0;23,0;130993,5;80315,5;5,0;0,7;23,0;0,0;21160,0;0,0;959865,5;0,0;0,0;0,0;23,0;2,0;0,0;0,0;64746,0;8257,5;556633,5;41934,5;0,0;0,0;161,0;159,0;15,64;0,0;482095,0;0,0;0,0;0,0;2011,0;10,77;60,5;1,0
2008;France;MBS;ChaD;Hauturier;2269453,6442142855;4730,2526;18094184,941933334;8889279,382;125,55;88,8938;4606,3066;10496682,803766668;23789750,6774;3578599,757875;29713495,76066667;0,0;848306,0592749999;0,0;4501,0;47,0;745205,0;224565,0;3234915,654666667;2572984,7953333333;10143711,347333334;1825213,6193333333;3572,725;5674022,239411765;33111,7684;13156,0;2298,52;0,0;12234642,923066666;0,0;0,0;471607,844;1383251,2633;17,80175;38,5811;244,0
2008;France;MBS;ChaD;Industriel;2181629,0;6288,0974;9904096,0;6626353,0;139,91;109,3578;5913,5879;36826195,565500006;65983635,42;0,0;18805483,0;0,0;746323,0;0,0;5477,0;36,0;969531,0;618477,0;3070535,0;937624,0;5471263,0;1317591,0;0,0;0,0;44016,6818;11376,0;4009,3;0,0;15060841,511333333;0,0;0,0;940551,86731;1868693,773;24,9394;22,9167;253,4249
2008;France;MBS;ChaP;Cotier;113859,0;999,0;130743,0;65982,0;34,42;9,8682;999,0;0,0;596972,6471;0,0;1020475,0;0,0;0,0;0,0;999,0;11,0;0,0;0,0;152367,0;62163,0;638226,0;36077,0;0,0;0,0;6993,0;1356,0;68,86;0,0;891420,0;0,0;0,0;0,0;123922,5241;10,5918;28,1818;1,0
2008;France;MBS;ChaP;Hauturier;1151038,6442142858;972,969;7330251,941933334;4384898,382;72,9;26,4055;962,9781;5248341,401883334;5741647,336;3578599,757875;16705317,760666668;0,0;621423,0592749999;0,0;659,0;13,0;0,0;0,0;1666557,6546666666;2067419,7953333333;6162672,347333333;968202,6193333335;3572,725;5674022,239411765;6810,7826;3740,0;619,51;0,0;6519642,923066666;0,0;0,0;235803,922;292188,9629;18,837500000000002;33,361133333333335;172,5869
2008;France;MBS;ChaP;Industriel;3505807,7927857144;3176,8295;5805548,0;4490488,0;332,67;182,1824;2913,4726;44537491,327584624;41313446,8311;3505518,1817058823;27631074,0;0,0;6693088,035384616;0,0;2628,0;38,0;711734,0;569715,0;4473426,0;930973,0;11231436,0;1446654,0;4250,194117647059;4645943,3241176475;22237,807;16421,0;6324,03;0,0;27060841,51133333;0,0;0,0;1611381,8122484614;920657,3404;28,32055;12,74165;265,5696
2008;France;MBS;Dor;Cotier;3604957,0;149539,55849999998;4680499,5;3105520,5;1494,8999999999999;262,3523;149539,55849999998;26049152,964420002;39536647,6375;0,0;37014380,5;0,0;19233280,0;0,0;149539,55849999998;1194,0;0,0;0,0;5968677,0;1168425,5;22259692,5;1611938,5;0,0;0,0;1046776,9098;81950,0;3150,79;0,0;20785914,5;0,0;0,0;8469601,025880001;10653356,650500001;6,530691666666667;31,463083333333334;1,0
2008;France;MBS;Dor;Hauturier;498721,1;820,9716;1354070,0;739329,0;52,63;21,0237;775,4317;0,0;1968346,5538;0,0;7705597,333333333;0,0;9342227,666666668;0,0;708,0;26,0;0,0;1,2;1323906,0;421683,3333333333;4086259,3333333335;312241,6666666667;0,0;0,0;5746,8014;3731,0;451,86;0,0;3122113,1333333333;0,0;0,0;0,0;182612,1765;15,1457;46,583333333333336;186,7857
2008;France;MBS;Dra;Cotier;331604,5369357143;6146,8343;599362,9796333333;349515,392;63,66;14,19102;6146,8343;792017,70455;2339216,1182;89130,69185333332;3391721,278;0,0;119820,47142857143;0,0;6146,8343;41,0;0,0;0,0;480202,9986666667;225361,842;1728203,0506666666;166855,33066666668;0,0;191328,75259999998;43027,840299999996;2977,0;132,22;0,0;2577427,403293333;0,0;0,0;224952,966925;527229,4447999999;7,746639999999999;33,750260000000004;1,0
2008;France;MBS;Dra;Hauturier;2302077,2884285715;266,4328;13910503,883866668;8469796,764;132,4994736842105;76,50563157894737;247,5206;10496682,803766668;1068126,9948;3578599,757875;29410635,521333337;0,0;621423,0592749999;0,0;242,0;4,0;317361,10333333333;412269,8177777778;2799915,3093333333;3587279,5906666666;10090404,694666667;1866405,238666667;3572,725;5674022,239411765;1865,0293;1131,0;205,45999999999998;0,0;13039285,846133333;0,0;0,0;471607,844;71112,6744;18,1;32,833349999999996;197,141
2008;France;MBS;Dra;Industriel;2726429,7927857144;1970,1038;9941821,1675;6200129,624444445;52,5;41,7935;1913,8225;36826195,565500006;24413713,34;3505518,1817058823;17544879,89111111;0,0;1055036,2463333334;0,0;1835,0;10,0;0,0;0,0;1539589,0794444445;2485505,7216666667;5278549,858333333;1250782,9505555555;4250,194117647059;4645943,3241176475;13790,7264;3160,0;1248,64;0,0;15060841,511333333;0,0;0,0;940551,86731;604767,9223;24,905;16,9;290,22
2008;France;NAO;ChaD;Cotier;4872371,8529;58226,6557;21376637,25975;12845240,11;581,36;423,04769999999996;44358,705500000004;38030809,20205015;56116401,470599994;3004859,3910625;76389495,293125;0,0;6814096,8683375;0,0;32565,0;307,0;2269105,5370588237;1716008,2023529413;11488758,284375;5175838,44625;31826153,244375;5298740,004375;23207,448125;3853374,0606250004;407586,5899;35523,0;3538,46;0,0;46659468,792625;0,0;0,0;2635367,935475151;5401301,8946;10,332725;26,249000000000002;364,5627
2008;France;NAO;ChaD;Hauturier;21892675,21194375;100475,3014;113632695,0241875;67690180,850625;1633,79;1451,6577;88651,3755;371942995,06758183;765041374,1780001;3969089,8322222224;234332138,14249998;0,0;16648138,172982354;0,0;34960,0;445,0;8085771,0;6262596,0;46691759,926875;10944505,109375;74367342,053125;21453371,185625;26194,395;3542335,5977222226;703327,1098999999;146815,0;38040,07;0,0;156974685,066;0,0;0,0;15104528,89868182;29370800,887000006;17,175233333333335;21,17246666666667;364,4085
2008;France;NAO;ChaD;Industriel;8925768,21194375;22720,6843;63794836,0241875;37291645,850625;870,2288888888888;775,9451055555555;19783,285;353010759,41358185;658612043,996;0,0;133260409,1425;0,0;1494701,0;0,0;4421,0;94,0;2768419,5352941174;1697857,5252941176;23282387,926875;20355473,109375;41679195,053125;10706060,185625;0,0;0,0;159044,7904;68480,0;30944,6;0,0;73393710,066;0,0;0,0;6299396,472781817;14607300,032699998;35,64633333333333;20,258966666666666;362,7793
2008;France;NAO;ChaP;Cotier;5015489,893889584;1192,6764;12978237,9731625;7862228,837375;20,42;17,5444;791,328;21133394,408468332;968228,8105;11791483,348395834;53066270,260625005;0,0;2706500,1620041667;0,0;453,0;5,0;0,0;0,0;5582993,824833333;6113352,722874999;20972484,06125;3989644,6980833337;109496,04145833333;12486753,886625001;8348,7354;855,0;59,76;0,0;32112459,059958328;0,0;0,0;1826154,3084933332;142991,3528;11,825849999999999;23,5;309,9114
2008;France;NAO;ChaP;Hauturier;3720226,9123333334;13431,964;14692487,893866666;8658108,356;381,52;272,86310000000003;11979,7651;36984120,85506667;97842097,923;3958441,109;55124281,08133333;0,0;3740999,2666666666;0,0;6169,0;77,0;2911140,0;372719,0;7676739,550666667;4593971,182;23567322,595333334;4114922,9706666665;19094,845333333335;2076963,0972;94023,748;23623,0;6178,9800000000005;0,0;45937946,52786667;0,0;0,0;1756229,355353333;3760041,8343;18,3613;18,4934;364,0
2008;France;NAO;ChaP;Industriel;2567436,5405333336;1268,3808;9726468,367999999;5776389,406;159,67;159,67;1041,6602;206423013,61406666;141718133,677;2337045,86;27969610,686;0,0;1724370,3262666666;0,0;225,0;6,0;0,0;0,0;3056063,4359999998;3708273,3933333335;10102039,796;2528550,705333333;15629,246666666668;3004288,9091999996;8878,6652;12480,0;10469,78;0,0;55517896,466;0,0;0,0;2753920,8135533333;1758287,7815999999;54,65125;23,875;281,2163
2008;France;NAO;Dor;Cotier;10061404,520346668;212384,2704;23825230,50132;15601954,474;2724,36;1603,268;184249,99109999998;86697486,50457999;109964218,2726;466686,37373333337;204908656,57666665;0,0;34743977,95959333;0,0;158121,0;1698,0;5756593,0;3384390,0;36455192,829333335;9596979,326666666;99842973,35133334;10981375,833999999;3144,2066666666665;655236,7000666668;1486689,8926;148037,0;8267,86;0,0;126572905,35606667;0,0;0,0;15043454,444039999;18517363,0826;9,251983333333333;19,991641666666666;364,7489
2008;France;NAO;Dor;Hauturier;11205108,773400001;38819,1005;21806679,060625;13693417,58125;791,28;706,4309000000001;29391,4283;248823298,01661426;189664263,794;4468945,14745;141839215,70125;0,0;5473043,9173625;0,0;11893,0;162,0;829761,6270588236;1481059,2482352941;24422911,71875;15672732,923750002;55453694,94875;8205990,4425;15848,89125;3000756,443375;271733,7038;41315,0;10164,02;0,0;69822322,55246323;0,0;0,0;6949859,583944285;7542103,9847;18,252357142857143;23,4156;363,0
2008;France;NAO;Dor;Industriel;5089558,409733333;7084,8726;12981674,509133335;7593004,923333334;357,73;327,4034;5389,4844;247534880,67585158;146038653,09;1097214,4733333334;79285378,26466668;0,0;141912,0;0,0;777,0;29,0;124893,86666666667;116641,53333333334;12370901,636;6024926,494666668;32824628,364;3423306,348666667;9925,0;3263152,0;49594,10830000001;16382,0;7641,97;0,0;38283373,37533333;0,0;0,0;5290075,222668255;3047843,021;37,83923333333333;30,375;314,0
